Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,29,TOT,NBA,NA,16,NA,NA,25,86,0.291,20,29,0.69,NA,20,23,70
1949-50,29,TRI,NBA,NA,6,NA,NA,10,37,0.27,8,12,0.667,NA,15,13,28
1949-50,29,SHE,NBA,NA,10,NA,NA,15,49,0.306,12,17,0.706,NA,5,10,42
Career,NA,,NBA,NA,16,NA,NA,25,86,0.291,20,29,0.69,NA,20,23,70
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SHE,NBA,NA,10,NA,NA,15,49,0.306,12,17,0.706,NA,5,10,42
1 season,NA,TRI,NBA,NA,6,NA,NA,10,37,0.27,8,12,0.667,NA,15,13,28
