,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1986-87,18,MINNESOTA,28,674,96,211,3,11,48,74,,118,30,12,19,55,87,243,.455,.273,.649,24.1,8.7,4.2,1.1
1987-88,19,MINNESOTA,28,751,142,275,3,10,97,136,,158,57,18,18,66,86,384,.516,.300,.713,26.8,13.7,5.6,2.0
1988-89,20,MINNESOTA,30,922,198,374,24,60,137,172,,224,61,36,17,74,91,557,.529,.400,.797,30.7,18.6,7.5,2.0
1989-90,21,MINNESOTA,32,1001,210,405,52,136,144,187,,205,58,37,25,87,91,616,.519,.382,.770,31.3,19.3,6.4,1.8
Career,,,118,3348,646,1265,82,217,426,569,,705,206,103,79,282,355,1800,.511,.378,.749,28.4,15.3,6.0,1.7
