,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,29,SDR,NBA,,5,8,,,,,2,4,,,6,9,,,,5,12
1971-72,32,BOS,NBA,,7,15,,,,,5,6,,,6,7,,,,5,19
1972-73,33,BOS,NBA,,5,8,,,,,3,4,,,9,12,,,,6,10
1973-74,34,BOS,NBA,,3,7,,,,,2,2,,,8,8,,,,3,8
Career,,,,,7,15,,,,,5,6,,,9,12,,,,6,19
3 Seasons,,BOS,NBA,,7,15,,,,,5,6,,,9,12,,,,6,19
1 Season,,SDR,NBA,,5,8,,,,,2,4,,,6,9,,,,5,12
