Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,MMP,ABA,SF,1,NA,20:00,6,11,0.545,0,0,NA,0,0,NA,2,7,0,NA,NA,2,3,12
1971-72,23,CAR,ABA,SF,1,NA,14:00,2,5,0.4,0,2,0,0,0,NA,1,6,1,NA,NA,0,2,4
Career,NA,,ABA,,2,NA,34,8,16,0.5,0,2,0,0,0,NA,3,13,1,NA,NA,2,5,16
