,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,MMP,ABA,,14,,2,,,,6,10,,,,,,,,,34
1971-72,23,TOT,ABA,,16,,5,,,,6,9,,,,,,,,,34
1971-72,23,MMP,ABA,,16,,4,,,,6,9,,,,,,,,,34
1971-72,23,CAR,ABA,,13,,5,,,,6,7,,,,,,,,,28
1972-73,24,TOT,ABA,,9,,2,,,,5,6,,,,,,,,,20
1972-73,24,MMT,ABA,,5,,2,,,,5,6,,,,,,,,,11
1972-73,24,KEN,ABA,,9,,1,,,,5,6,,,,,,,,,20
1973-74,25,TOT,ABA,,12,,4,,,,4,5,,,,,,,,,28
1973-74,25,KEN,ABA,,12,,2,,,,4,5,,,,,,,,,28
1973-74,25,NYA,ABA,,10,,4,,,,2,5,,,,,,,,,24
1974-75,26,NYA,ABA,,9,,2,,,,3,4,,,,,,,,,22
Career,,,,,16,,5,,,,6,10,,,,,,,,,34
3 Seasons,,"MMP,MMT",ABA,,16,,4,,,,6,10,,,,,,,,,34
2 Seasons,,KEN,ABA,,12,,2,,,,5,6,,,,,,,,,28
2 Seasons,,NYA,ABA,,10,,4,,,,3,5,,,,,,,,,24
1 Season,,CAR,ABA,,13,,5,,,,6,7,,,,,,,,,28
