,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,25,SAS,NBA,SG,72,920,34%,51%,15%,,,-1.2,-10.4,49,23,30,5,13,8,326,2,15
2013-14,26,TOT,NBA,SF,47,494,,23%,75%,2%,,-0.2,-6.6,20,10,23,2,11,6,152,3,7
2013-14,26,SAS,NBA,SF,26,301,,33%,65%,3%,,-0.2,-9.0,13,4,10,2,8,4,73,2,5
2013-14,26,TOR,NBA,SF,21,193,,9%,91%,,,-0.4,-4.2,7,6,13,0,3,2,79,1,2
Career,,,NBA,,119,1414,22%,41%,36%,1%,,-0.9,-9.1,69,33,53,7,24,14,478,5,22
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAS,NBA,,98,1221,26%,46%,27%,1%,,-0.9,-10.1,62,27,40,7,21,12,399,4,20
1 season,,TOR,NBA,,21,193,,9%,91%,,,-0.4,-4.2,7,6,13,0,3,2,79,1,2
