,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,20,GSW,NBA,SF,81,2058,,1%,88%,10%,,+1.9,+1.8,29,40,66,15,83,8,227,16,47
2013-14,21,GSW,NBA,SF,78,2204,,,44%,52%,4%,-1.2,-14.0,21,29,74,17,83,16,275,11,40
2014-15,22,GSW,NBA,SF,82,2318,,,61%,39%,,+11.9,+2.6,27,29,80,9,72,8,276,13,32
2015-16,23,GSW,NBA,SF,66,2042,,,44%,55%,1%,+10.4,-1.4,25,18,70,6,61,5,289,16,36
2016-17,24,DAL,NBA,PF,79,2803,,,40%,60%,,-3.0,+0.7,37,44,63,13,109,6,325,27,50
2017-18,25,DAL,NBA,PF,77,2634,,6%,38%,56%,,-6.6,-9.3,52,43,42,10,118,1,391,24,50
2018-19,26,TOT,NBA,PF-SF,77,2533,,,35%,65%,,-1.3,+0.1,37,33,54,14,109,12,287,25,49
2018-19,26,DAL,NBA,PF,49,1584,,,18%,82%,,-2.5,-1.2,24,27,33,10,75,8,158,19,36
2018-19,26,SAC,NBA,SF,28,949,,,62%,38%,,+0.7,+2.1,13,6,21,4,34,4,129,6,13
2019-20,27,SAC,NBA,PF,64,2231,,,43%,54%,3%,-1.4,+2.3,33,24,42,12,111,18,392,21,37
Career,,,NBA,,604,18823,,1%,48%,50%,1%,+1.0,-2.2,261,260,491,96,746,74,2462,153,341
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,GSW,NBA,,307,8622,,,59%,39%,2%,+5.8,-2.8,102,116,290,47,299,37,1067,56,155
3 seasons,,DAL,NBA,,205,7021,,2%,34%,63%,,-4.2,-3.5,113,114,138,33,302,15,874,70,136
2 seasons,,SAC,NBA,,92,3180,,,49%,49%,2%,-0.8,+2.2,46,30,63,16,145,22,521,27,50
