Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26,CHS,BAA,NA,11,NA,NA,40,151,0.265,22,31,0.71,NA,4,32,102
1948-49,28,MNL,BAA,NA,10,NA,NA,20,56,0.357,18,23,0.783,NA,11,28,58
1949-50,29,MNL,NBA,NA,2,NA,NA,0,3,0,1,2,0.5,NA,0,2,1
1950-51,30,MNL,NBA,NA,7,NA,NA,6,20,0.3,8,11,0.727,7,6,11,20
Career,NA,,TOT,NA,30,NA,NA,66,230,0.287,49,67,0.731,7,21,73,181
,NA,,BAA,NA,21,NA,NA,60,207,0.29,40,54,0.741,NA,15,60,160
,NA,,NBA,NA,9,NA,NA,6,23,0.261,9,13,0.692,7,6,13,21
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MNL,BAA,NA,19,NA,NA,26,79,0.329,27,36,0.75,7,17,41,79
1 season,NA,CHS,BAA,NA,11,NA,NA,40,151,0.265,22,31,0.71,NA,4,32,102
