Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26,CHS,BAA,NA,11,NA,NA,NA,NA,0.265,NA,NA,0.71,NA,NA,NA,NA
1948-49,28,MNL,BAA,NA,10,NA,NA,NA,NA,0.357,NA,NA,0.783,NA,NA,NA,NA
1949-50,29,MNL,NBA,NA,2,NA,NA,NA,NA,0,NA,NA,0.5,NA,NA,NA,NA
1950-51,30,MNL,NBA,NA,7,NA,NA,NA,NA,0.3,NA,NA,0.727,NA,NA,NA,NA
Career,NA,,TOT,NA,30,NA,NA,NA,NA,0.287,NA,NA,0.731,NA,NA,NA,NA
,NA,,BAA,NA,21,NA,NA,NA,NA,0.29,NA,NA,0.741,NA,NA,NA,NA
,NA,,NBA,NA,9,NA,NA,NA,NA,0.261,NA,NA,0.692,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MNL,BAA,NA,19,NA,NA,NA,NA,0.329,NA,NA,0.75,NA,NA,NA,NA
1 season,NA,CHS,BAA,NA,11,NA,NA,NA,NA,0.265,NA,NA,0.71,NA,NA,NA,NA
