Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26,CHS,BAA,NA,11,NA,NA,3.6,13.7,0.265,2,2.8,0.71,NA,0.4,2.9,9.3
1948-49,28,MNL,BAA,NA,10,NA,NA,2,5.6,0.357,1.8,2.3,0.783,NA,1.1,2.8,5.8
1949-50,29,MNL,NBA,NA,2,NA,NA,0,1.5,0,0.5,1,0.5,NA,0,1,0.5
1950-51,30,MNL,NBA,NA,7,NA,NA,0.9,2.9,0.3,1.1,1.6,0.727,1,0.9,1.6,2.9
Career,NA,,TOT,NA,30,NA,NA,2.2,7.7,0.287,1.6,2.2,0.731,1,0.7,2.4,6
,NA,,BAA,NA,21,NA,NA,2.9,9.9,0.29,1.9,2.6,0.741,NA,0.7,2.9,7.6
,NA,,NBA,NA,9,NA,NA,0.7,2.6,0.261,1,1.4,0.692,1,0.7,1.4,2.3
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MNL,BAA,NA,19,NA,NA,1.4,4.2,0.329,1.4,1.9,0.75,1,0.9,2.2,4.2
1 season,NA,CHS,BAA,NA,11,NA,NA,3.6,13.7,0.265,2,2.8,0.71,NA,0.4,2.9,9.3
