Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,26,CHS,BAA,NA,11,NA,NA,0.31,0.205,NA,NA,NA,NA,NA,0.2,0.7,1,NA
1948-49,28,MNL,BAA,NA,10,NA,NA,0.439,0.411,NA,NA,NA,NA,NA,0.3,0.3,0.6,NA
1949-50,29,MNL,NBA,NA,2,NA,NA,0.129,0.667,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
1950-51,30,MNL,NBA,NA,7,NA,NA,0.403,0.55,NA,NA,NA,NA,NA,0,0,0,NA
Career,NA,,TOT,NA,30,NA,NA,0.349,0.291,NA,NA,NA,NA,NA,0.5,1.1,1.6,NA
,NA,,BAA,NA,21,NA,NA,0.347,0.261,NA,NA,NA,NA,NA,0.6,1,1.6,NA
,NA,,NBA,NA,9,NA,NA,0.366,0.565,NA,NA,NA,NA,NA,-0.1,0.1,0,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MNL,BAA,NA,19,NA,NA,0.416,0.456,NA,NA,NA,NA,NA,0.3,0.4,0.6,NA
1 season,NA,CHS,BAA,NA,11,NA,NA,0.31,0.205,NA,NA,NA,NA,NA,0.2,0.7,1,NA
