Season,Team,Lg,Salary
2007-08,Toronto Raptors,NBA,"$427,163"
2008-09,Miami Heat,NBA,"$711,517"
2009-10,Cleveland Cavaliers,NBA,"$2,750,000"
2010-11,Los Angeles Clippers,NBA,"$3,000,000"
Career,(may be incomplete),,"$6,888,680"
