Season,Team,Lg,Salary
2004-05,Chicago Bulls,NBA,"$385,277"
2005-06,Phoenix Suns,NBA,"$242,612"
2006-07,Milwaukee Bucks,NBA,"$396,905"
Career,(may be incomplete),,"$1,024,794"
