,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,23,DET,NBA,PF,15,126,,,19%,79%,2%,-14.0,-12.6,3,2,13,3,8,0,6,2,3
2001-02,24,DET,NBA,PF,8,43,,9%,55%,36%,,+17.0,+14.4,0,0,3,0,1,0,5,0,0
2002-03,25,WAS,NBA,PF,5,15,,,44%,44%,13%,+41.4,+42.6,1,0,0,0,1,0,2,0,0
2003-04,26,GSW,NBA,PF,76,1634,,,27%,69%,5%,+4.3,+8.5,44,24,87,13,96,0,224,19,40
2004-05,27,MEM,NBA,PF,58,1433,,,,92%,7%,+5.2,+3.6,49,18,95,8,61,0,254,7,33
2005-06,28,MEM,NBA,PF,36,402,,,1%,85%,15%,+7.2,+3.0,18,4,36,5,11,9,68,1,11
2006-07,29,MEM,NBA,PF,28,313,,,1%,78%,21%,-6.0,-0.4,18,3,25,1,8,8,67,1,4
2007-08,30,MEM,NBA,PF,37,440,,,1%,80%,19%,+0.3,+7.9,14,6,38,2,7,7,55,2,2
2008-09,31,MIN,NBA,PF,64,909,,,3%,65%,32%,-0.2,+7.0,31,7,70,9,9,21,173,1,9
2009-10,32,MIN,NBA,PF,29,267,,,,96%,4%,-9.8,+0.2,4,1,33,2,3,7,50,0,0
2010-11,33,DAL,NBA,SF,56,618,,,20%,79%,1%,-0.5,-6.3,15,1,55,0,4,9,101,0,4
2011-12,34,DAL,NBA,SF,44,277,,4%,61%,35%,,-9.1,-11.3,6,2,19,0,1,2,40,0,1
Career,,,NBA,,456,6477,,,13%,76%,11%,+1.5,+3.5,203,68,474,43,210,63,1045,33,107
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MEM,NBA,,159,2588,,,,87%,12%,+3.3,+3.7,99,31,194,16,87,24,444,11,50
2 seasons,,DAL,NBA,,100,895,,1%,33%,65%,1%,-3.2,-7.8,21,3,74,0,5,11,141,0,5
2 seasons,,MIN,NBA,,93,1176,,,2%,72%,25%,-2.4,+5.4,35,8,103,11,12,28,223,1,9
1 season,,GSW,NBA,,76,1634,,,27%,69%,5%,+4.3,+8.5,44,24,87,13,96,0,224,19,40
2 seasons,,DET,NBA,,23,169,,2%,28%,68%,1%,-6.1,-5.7,3,2,16,3,9,0,11,2,3
1 season,,WAS,NBA,,5,15,,,44%,44%,13%,+41.4,+42.6,1,0,0,0,1,0,2,0,0
