,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,27,MEM,NBA,PF,4,78,.391,15.3,.826,.174,.174,.304,.174,.174,.474,.500,.750,.143,.750,.000,.556,.000,0,,.000,,1,0
2005-06,28,MEM,NBA,PF,3,22,.500,24.5,.000,.000,.000,.000,.000,1.000,,,,,,.500,,.000,0,1.000,.000,,0,0
2010-11,33,DAL,NBA,SF,9,37,.750,23.8,.000,.000,.000,.000,.000,1.000,,,,,,.750,,.000,0,1.000,.500,1.000,0,0
2011-12,34,DAL,NBA,SF,2,9,.500,21.5,.500,.000,.000,.000,.500,.500,.000,,,,.000,1.000,,.000,0,1.000,.000,,0,0
Career,,,NBA,,18,146,.452,17.4,.645,.129,.129,.226,.161,.355,.450,.500,.750,.143,.600,.455,.556,.000,0,1.000,.182,1.000,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DAL,NBA,,11,46,.667,23.0,.167,.000,.000,.000,.167,.833,.000,,,,.000,.800,,.000,0,1.000,.400,1.000,0,0
2 seasons,,MEM,NBA,,7,100,.400,16.0,.760,.160,.160,.280,.160,.240,.474,.500,.750,.143,.750,.167,.556,.000,0,1.000,.000,,1,0
