Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Dick Farley,,3,2.8,2.5
Scott Brooks,97.0,2.9,2.7,2.6
Jim McElroy,91.5,3.5,2.9,2.6
Marcus Smart,91.4,3.2,2.9,2.9
Rod Thorn,91.0,3.4,2.9,2.3
DeMar DeRozan,90.7,3.2,2.5,2.3
Billy McKinney,90.6,3.4,3,2.7
Joe Johnson,90.5,3.3,3,2.8
Raymond Felton,90.2,3.4,2.6,2.3
Pablo Prigioni,87.5,3.4,3.2,2.3
Kelvin Ransey,87.5,3.7,2.8,2.2
