Season,Team,Lg,Salary
1984-85,Phoenix Suns,NBA,"$500,000"
1985-86,Phoenix Suns,NBA,"$600,000"
1987-88,Phoenix Suns,NBA,"$675,000"
Career,(may be incomplete),,"$1,775,000"
