Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,25,TOT,BAA,NA,31,NA,NA,15,75,0.2,4,9,0.444,NA,8,15,34
1946-47,25,NYK,BAA,NA,24,NA,NA,14,58,0.241,4,5,0.8,NA,5,9,32
1946-47,25,BOS,BAA,NA,7,NA,NA,1,17,0.059,0,4,0,NA,3,6,2
Career,NA,,BAA,NA,31,NA,NA,15,75,0.2,4,9,0.444,NA,8,15,34
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NYK,BAA,NA,24,NA,NA,14,58,0.241,4,5,0.8,NA,5,9,32
1 season,NA,BOS,BAA,NA,7,NA,NA,1,17,0.059,0,4,0,NA,3,6,2
