Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1987-88,24,LAL,NBA,SG,40,380,10.4,0.476,0.068,0.197,1.3,6.8,4.2,21.7,0.8,0.6,12.1,20,NA,0.1,0.2,0.4,0.046,NA,-3,-1.5,-4.5,-0.2
1990-91,27,MIA,NBA,SG,13,116,11.2,0.509,0.298,0.193,0,6.9,3.4,20.8,0.8,1.6,16.3,25.9,NA,0,0.1,0,0.016,NA,-1.3,-0.9,-2.2,0
Career,NA,,NBA,,53,496,10.6,0.485,0.132,0.196,1,6.8,4,21.5,0.8,0.8,13.3,21.4,NA,0.1,0.3,0.4,0.039,NA,-2.6,-1.4,-4,-0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,40,380,10.4,0.476,0.068,0.197,1.3,6.8,4.2,21.7,0.8,0.6,12.1,20,NA,0.1,0.2,0.4,0.046,NA,-3,-1.5,-4.5,-0.2
1 season,NA,MIA,NBA,,13,116,11.2,0.509,0.298,0.193,0,6.9,3.4,20.8,0.8,1.6,16.3,25.9,NA,0,0.1,0,0.016,NA,-1.3,-0.9,-2.2,0
