Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,CHI,NBA,SF,43,NA,405,5.1,14.9,0.339,1.9,3.9,0.477,NA,NA,7.9,1.6,NA,NA,3.6,12
1972-73,24,TOT,NBA,SF,59,NA,1138,3.6,10.8,0.337,1.3,2.1,0.597,NA,NA,7.3,1.7,NA,NA,3.2,8.5
1972-73,24,CHI,NBA,SF,3,NA,33,8.7,14.2,0.615,0,2.2,0,NA,NA,9.8,1.1,NA,NA,4.4,17.5
1972-73,24,SEA,NBA,SF,56,NA,1105,3.5,10.7,0.326,1.3,2.1,0.615,NA,NA,7.2,1.7,NA,NA,3.2,8.3
1973-74,25,SEA,NBA,SF,69,NA,2056,3.9,10,0.389,1.1,1.9,0.607,1.9,4.4,6.3,1.6,0.9,0.5,3.1,8.9
1974-75,26,SEA,NBA,SF,6,NA,101,2.1,10.3,0.207,2.1,3.2,0.667,2.1,3.2,5.3,2.5,1.4,1.1,4.3,6.4
Career,NA,,NBA,,177,NA,3700,3.9,10.8,0.361,1.3,2.2,0.581,2,4.3,6.8,1.7,0.9,0.5,3.2,9.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,131,NA,3262,3.7,10.3,0.361,1.2,2,0.613,2,4.3,6.6,1.7,0.9,0.5,3.2,8.6
2 seasons,NA,CHI,NBA,,46,NA,438,5.3,14.9,0.359,1.7,3.8,0.457,NA,NA,8.1,1.6,NA,NA,3.7,12.4
