Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,23,CHI,NBA,SF,43,405,6.7,0.36,0.262,NA,NA,10.5,5.9,NA,NA,NA,-1.2,0.7,-0.4,-0.051,NA,NA,NA,NA,NA
1972-73,24,TOT,NBA,SF,59,1138,6.1,0.364,0.196,NA,NA,9.7,6.2,NA,NA,NA,-2,0.4,-1.6,-0.068,NA,NA,NA,NA,NA
1972-73,24,CHI,NBA,SF,3,33,16.9,0.576,0.154,NA,NA,13.6,4.8,NA,NA,NA,0.1,0.1,0.2,0.225,NA,NA,NA,NA,NA
1972-73,24,SEA,NBA,SF,56,1105,5.8,0.356,0.198,NA,NA,9.6,6.2,NA,NA,NA,-2.1,0.4,-1.8,-0.077,NA,NA,NA,NA,NA
1973-74,25,SEA,NBA,SF,69,2056,7.3,0.412,0.187,5,12.4,8.5,5.7,1.1,0.7,NA,-0.7,1.4,0.7,0.017,NA,-2.8,-0.4,-3.1,-0.6
1974-75,26,SEA,NBA,SF,6,101,4.7,0.273,0.31,6.1,9.2,7.6,8.5,1.8,1.6,NA,-0.3,0.1,-0.2,-0.084,NA,-4.2,-0.3,-4.5,-0.1
Career,NA,,NBA,,177,3700,6.8,0.386,0.204,5.1,12.2,9.1,5.9,1.1,0.8,NA,-4.1,2.6,-1.5,-0.02,NA,-2.9,-0.4,-3.2,-0.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,131,3262,6.7,0.388,0.195,5.1,12.2,8.8,6,1.1,0.8,NA,-3.1,1.8,-1.2,-0.018,NA,-2.9,-0.4,-3.2,-0.7
2 seasons,NA,CHI,NBA,,46,438,7.4,0.375,0.254,NA,NA,10.7,5.8,NA,NA,NA,-1.1,0.8,-0.3,-0.031,NA,NA,NA,NA,NA
