,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,LAS,ABA,,11,,3,,,,7,11,,,,,,,,,28
1972-73,26,TOT,ABA,,7,,2,,,,10,10,,,,,,,,,19
1972-73,26,UTS,ABA,,7,,2,,,,10,10,,,,,,,,,19
1973-74,27,TOT,ABA,,5,,0,,,,4,4,,,,,,,,,14
1973-74,27,SAA,ABA,,5,,0,,,,4,4,,,,,,,,,14
1974-75,28,SAA,ABA,,0,,0,,,,0,0,,,,,,,,,0
Career,,,,,11,,3,,,,10,11,,,,,,,,,28
2 Seasons,,"LAS,UTS",ABA,,11,,3,,,,10,11,,,,,,,,,28
2 Seasons,,SAA,ABA,,5,,0,,,,4,4,,,,,,,,,14
