,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22,LAS,ABA,,10,,4,,,,12,14,,,,,,,,,30
1969-70,23,LAS,ABA,,14,,4,,,,9,12,,,,,,,,,33
1970-71,24,MMP,ABA,,7,,3,,,,7,8,,,,,,,,,20
1971-72,25,TOT,ABA,,14,,1,,,,12,14,,,,,,,,,30
1971-72,25,MMP,ABA,,14,,1,,,,12,14,,,,,,,,,30
1971-72,25,CAR,ABA,,7,,1,,,,6,8,,,,,,,,,20
1972-73,26,TOT,ABA,,10,,1,,,,10,13,,,,,,,,,27
1972-73,26,CAR,ABA,,7,9,0,0,7,9,10,13,,,12,4,,,,,18
1972-73,26,DLC,ABA,,5,,1,,,,7,8,,,,,,,,,18
1972-73,26,UTS,ABA,,10,,1,,,,9,11,,,,,,,,,27
1973-74,27,TOT,ABA,,9,,0,,,,9,10,,,,,,,,,18
1973-74,27,UTS,ABA,,6,,0,,,,9,10,,,,,,,,,17
1973-74,27,SAA,ABA,,9,,0,,,,5,6,,,,,,,,,18
1974-75,28,SAA,ABA,,7,,1,,,,8,9,,,,,,,,,19
1975-76,29,SDS,ABA,,8,,1,,,,6,7,,,,,,,,,20
Career,,,,,14,,4,,,,12,14,,,,,,,,,33
4 Seasons,,"LAS,UTS",ABA,,14,,4,,,,12,14,,,,,,,,,33
3 Seasons,,"DLC,SAA",ABA,,9,,1,,,,8,9,,,,,,,,,19
2 Seasons,,MMP,ABA,,14,,3,,,,12,14,,,,,,,,,30
2 Seasons,,CAR,ABA,,7,,1,,,,10,13,,,,,,,,,20
1 Season,,SDS,ABA,,8,,1,,,,6,7,,,,,,,,,20
