Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1992-93,22,DEN,NBA,SG,39,12,865,6.9,15.5,0.446,0,0.2,0,6.9,15.2,0.453,5.5,6.6,0.832,2.2,4.7,6.9,2.7,1.3,0.3,2.4,4.6,19.3,NA,109,109
1993-94,23,DEN,NBA,SG,82,82,2853,6.4,14.2,0.45,0,0.2,0.222,6.4,14,0.453,5.1,6.1,0.829,2.1,4,6.1,3.5,2,0.3,2.3,2.9,17.9,NA,110,105
1994-95,24,DEN,NBA,SG,81,51,2329,7,14.9,0.472,0.5,1.5,0.294,6.6,13.4,0.492,6,7.3,0.824,2.1,3.9,6,3.4,2.1,0.4,2.5,3.2,20.5,NA,116,111
1995-96,25,DEN,NBA,SG,82,77,2810,7,16.9,0.416,0.8,2.7,0.277,6.3,14.1,0.443,5.9,7,0.844,2.3,5.1,7.4,4.5,2.1,0.3,2.9,3.5,20.7,NA,107,109
1996-97,26,DEN,NBA,SG,52,52,1788,7.3,17.5,0.416,2,5.3,0.385,5.3,12.2,0.43,5.9,6.8,0.863,2.1,4.2,6.3,3.9,1.7,0.6,2.9,3.5,22.5,NA,110,113
1997-98,27,DEN,NBA,SG,31,15,718,5.6,16.8,0.333,0.7,3.6,0.208,4.8,13.2,0.367,5.6,6.4,0.872,1.1,3.7,4.8,3.7,1.6,0.6,2.6,3.9,17.5,NA,95,115
1998-99,28,DEN,NBA,SG,46,32,1194,5.1,12.9,0.393,1.4,4.7,0.292,3.7,8.2,0.451,2.7,3.2,0.859,1.3,3.4,4.8,3.6,1.2,0.7,2,2.9,14.2,NA,104,114
1999-00,29,DEN,NBA,SG,45,6,691,6.3,13.9,0.455,1.2,4.1,0.304,5.1,9.8,0.519,4.7,5.6,0.831,1.7,4.5,6.2,4.5,1.3,0.9,2.4,4.1,18.6,NA,113,108
2000-01,30,BOS,NBA,SG,78,74,2504,5.1,12.7,0.401,1.9,5,0.376,3.2,7.6,0.417,3.6,4.3,0.845,1.3,4.5,5.9,3.5,1.9,0.3,1.9,3.8,15.7,NA,109,106
2001-02,31,CLE,NBA,SG,50,5,665,5.6,15,0.372,1.9,5.4,0.353,3.7,9.6,0.383,3.5,4.2,0.846,1.6,5.2,6.8,3.4,2.3,0.5,2.4,3.4,16.6,NA,101,109
Career,NA,,NBA,,586,406,16417,6.4,15,0.424,1,2.9,0.329,5.4,12.1,0.447,5,6,0.841,1.9,4.3,6.2,3.7,1.9,0.4,2.4,3.4,18.7,NA,109,109
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,DEN,NBA,,458,327,13248,6.6,15.4,0.43,0.7,2.4,0.308,5.9,13,0.453,5.4,6.4,0.84,2,4.2,6.3,3.8,1.8,0.4,2.5,3.4,19.4,NA,109,110
1 season,NA,BOS,NBA,,78,74,2504,5.1,12.7,0.401,1.9,5,0.376,3.2,7.6,0.417,3.6,4.3,0.845,1.3,4.5,5.9,3.5,1.9,0.3,1.9,3.8,15.7,NA,109,106
1 season,NA,CLE,NBA,,50,5,665,5.6,15,0.372,1.9,5.4,0.353,3.7,9.6,0.383,3.5,4.2,0.846,1.6,5.2,6.8,3.4,2.3,0.5,2.4,3.4,16.6,NA,101,109
