,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1988-89,18,VIRGINIA,33,942,181,330,1,1,150,195,,216,50,45,5,71,83,513,.548,1.000,.769,28.5,15.5,6.5,1.5
1989-90,19,VIRGINIA,32,1127,217,451,40,102,192,247,,221,53,41,9,61,63,666,.481,.392,.777,35.2,20.8,6.9,1.7
1990-91,20,VIRGINIA,33,1120,228,484,38,125,159,201,,203,41,51,19,82,84,653,.471,.304,.791,33.9,19.8,6.2,1.2
1991-92,21,VIRGINIA,33,1202,230,509,35,95,189,232,,219,72,40,13,66,78,684,.452,.368,.815,36.4,20.7,6.6,2.2
Career,,,131,4391,856,1774,114,323,690,875,,859,216,177,46,280,308,2516,.483,.353,.789,33.5,19.2,6.6,1.6
