,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,24,TOT,NBA,PG-SG,7,52,89%,11%,,,,-12.9,-9.9,1,0,1,0,1,0,20,0,0
2006-07,24,MEM,NBA,SG,3,17,67%,33%,,,,-34.7,-29.2,0,0,0,0,0,0,3,0,0
2006-07,24,LAC,NBA,PG,4,35,100%,,,,,-1.8,-1.2,1,0,1,0,1,0,17,0,0
2009-10,27,HOU,NBA,PG,5,36,92%,8%,,,,-17.4,-17.0,1,1,2,1,0,0,17,0,0
2012-13,30,MIN,NBA,PG,4,20,100%,,,,,-98.9,-97.2,0,0,1,0,1,0,0,0,3
Career,,,NBA,,16,108,92%,8%,,,,-30.3,-28.4,2,1,4,1,2,0,37,0,3
,,,,,,,,,,,,,,,,,,,,,,
1 season,,HOU,NBA,,5,36,92%,8%,,,,-17.4,-17.0,1,1,2,1,0,0,17,0,0
1 season,,LAC,NBA,,4,35,100%,,,,,-1.8,-1.2,1,0,1,0,1,0,17,0,0
1 season,,MIN,NBA,,4,20,100%,,,,,-98.9,-97.2,0,0,1,0,1,0,0,0,3
1 season,,MEM,NBA,,3,17,67%,33%,,,,-34.7,-29.2,0,0,0,0,0,0,3,0,0
