Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,27,STB,BAA,NA,60,NA,NA,0.304,0.268,NA,NA,NA,NA,NA,0.2,3.8,4,NA
1947-48,28,STB,BAA,NA,42,NA,NA,0.308,0.225,NA,NA,NA,NA,NA,-0.1,1.9,1.8,NA
1948-49,29,BOS,BAA,NA,47,NA,NA,0.378,0.267,NA,NA,NA,NA,NA,0.8,1.9,2.8,NA
1949-50,30,BOS,NBA,NA,47,NA,NA,0.397,0.329,NA,NA,NA,NA,NA,0.7,0.9,1.6,NA
Career,NA,,TOT,NA,196,NA,NA,0.335,0.265,NA,NA,NA,NA,NA,1.6,8.6,10.2,NA
,NA,,BAA,NA,149,NA,NA,0.323,0.253,NA,NA,NA,NA,NA,0.9,7.7,8.6,NA
,NA,,NBA,NA,47,NA,NA,0.397,0.329,NA,NA,NA,NA,NA,0.7,0.9,1.6,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,STB,BAA,NA,102,NA,NA,0.306,0.248,NA,NA,NA,NA,NA,0.1,5.7,5.8,NA
2 seasons,NA,BOS,BAA,NA,94,NA,NA,0.386,0.294,NA,NA,NA,NA,NA,1.5,2.9,4.4,NA
