,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2016-17,19,KENTUCKY,36,1064,214,447,17,69,156,212,21,143,165,53,7,87,90,601,.479,.246,.736,29.6,16.7,4.0,4.6
Career,,,36,1064,214,447,17,69,156,212,21,143,165,53,7,87,90,601,.479,.246,.736,29.6,16.7,4.0,4.6
