Season,Team,Lg,Salary
1984-85,Boston Celtics,NBA,"$405,000"
1985-86,Boston Celtics,NBA,"$782,500"
1987-88,Boston Celtics,NBA,"$832,500"
1988-89,Boston Celtics,NBA,"$835,500"
Career,(may be incomplete),,"$2,855,500"
