Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Grady Lewis,,2.4,1.1,0.8
Walter Herrmann,94.9,2.4,1,0.7
Howard Porter,89.8,2.7,1.1,1
James Johnson,87.8,2.6,0.8,0.6
Derrick Brown,87.5,2.3,1.3,1
Malik Rose,86.9,2.6,1.1,0.4
Mark Bryant,86.5,2.1,1.1,1
Earl Cureton,86.1,2.1,1.2,0.8
Chris Wilcox,85.8,2.6,1.3,0.6
Shelden Williams,85.5,2.2,1.2,0.5
Ike Diogu,85.4,2.6,1.5,0.7
