Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,29,DTF,BAA,NA,60,NA,NA,0.247,0.265,NA,NA,NA,NA,NA,-2.8,3.6,0.8,NA
1947-48,30,TOT,BAA,NA,45,NA,NA,0.325,0.318,NA,NA,NA,NA,NA,0.8,1.7,2.4,NA
1947-48,30,STB,BAA,NA,24,NA,NA,0.308,0.303,NA,NA,NA,NA,NA,0,1.1,1.1,NA
1947-48,30,BLB,BAA,NA,21,NA,NA,0.347,0.337,NA,NA,NA,NA,NA,0.8,0.5,1.3,NA
1948-49,31,STB,BAA,NA,34,NA,NA,0.441,0.511,NA,NA,NA,NA,NA,1.1,0,1.1,NA
Career,NA,,BAA,NA,139,NA,NA,0.304,0.317,NA,NA,NA,NA,NA,-1,5.3,4.3,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DTF,BAA,NA,60,NA,NA,0.247,0.265,NA,NA,NA,NA,NA,-2.8,3.6,0.8,NA
2 seasons,NA,STB,BAA,NA,58,NA,NA,0.359,0.379,NA,NA,NA,NA,NA,1.1,1.1,2.2,NA
1 season,NA,BLB,BAA,NA,21,NA,NA,0.347,0.337,NA,NA,NA,NA,NA,0.8,0.5,1.3,NA
