Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,29,DTF,BAA,NA,60,NA,NA,1.8,8.7,0.204,1.3,2.3,0.543,NA,0.9,2.8,4.8
1947-48,30,TOT,BAA,NA,45,NA,NA,2.5,9.4,0.268,1.9,3,0.644,NA,0.9,3.4,7
1947-48,30,STB,BAA,NA,24,NA,NA,2.5,9.9,0.248,2,3,0.667,NA,0.5,3.5,6.9
1947-48,30,BLB,BAA,NA,21,NA,NA,2.6,8.9,0.294,1.9,3,0.619,NA,1.3,3.1,7.1
1948-49,31,STB,BAA,NA,34,NA,NA,1.6,4,0.387,1.2,2.1,0.6,NA,1.1,3.1,4.4
Career,NA,,BAA,NA,139,NA,NA,2,7.8,0.252,1.5,2.5,0.595,NA,0.9,3,5.4
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DTF,BAA,NA,60,NA,NA,1.8,8.7,0.204,1.3,2.3,0.543,NA,0.9,2.8,4.8
2 seasons,NA,STB,BAA,NA,58,NA,NA,1.9,6.5,0.299,1.6,2.4,0.634,NA,0.9,3.3,5.4
1 season,NA,BLB,BAA,NA,21,NA,NA,2.6,8.9,0.294,1.9,3,0.619,NA,1.3,3.1,7.1
