Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,25,LAL,NBA,SG,10,10,268,32,79,0.405,8,31,0.258,24,48,0.5,0.456,17,22,0.773,8,20,28,25,10,2,12,23,89
1995-96,26,LAL,NBA,SG,3,0,72,9,27,0.333,6,14,0.429,3,13,0.231,0.444,4,4,1,2,6,8,3,6,0,3,6,28
1997-98,28,MIN,NBA,SG,5,5,213,31,77,0.403,15,31,0.484,16,46,0.348,0.5,4,4,1,16,22,38,18,10,3,8,15,81
1998-99,29,MIN,NBA,SG,4,4,125,11,35,0.314,5,13,0.385,6,22,0.273,0.386,0,0,NA,7,9,16,6,4,0,4,12,27
1999-00,30,MIN,NBA,SG,4,0,90,11,24,0.458,2,10,0.2,9,14,0.643,0.5,6,8,0.75,2,7,9,5,3,1,1,9,30
2000-01,31,MIN,NBA,SG,4,4,137,14,53,0.264,6,17,0.353,8,36,0.222,0.321,0,0,NA,3,11,14,7,7,1,6,10,34
2001-02,32,MIN,NBA,SG,3,0,67,9,20,0.45,5,9,0.556,4,11,0.364,0.575,4,6,0.667,1,12,13,2,4,0,6,5,27
2002-03,33,MIN,NBA,SG,6,5,166,13,38,0.342,2,16,0.125,11,22,0.5,0.368,1,2,0.5,5,16,21,18,4,1,4,14,29
2003-04,34,SAC,NBA,SG,11,0,236,19,63,0.302,7,26,0.269,12,37,0.324,0.357,5,6,0.833,7,28,35,15,14,2,14,19,50
2004-05,35,WAS,NBA,SG,7,0,43,1,9,0.111,0,3,0,1,6,0.167,0.111,2,2,1,0,7,7,3,1,0,3,4,4
Career,NA,,NBA,,57,28,1417,150,425,0.353,56,170,0.329,94,255,0.369,0.419,43,54,0.796,51,138,189,102,63,10,61,117,399
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,MIN,NBA,,26,18,798,89,247,0.36,35,96,0.365,54,151,0.358,0.431,15,20,0.75,34,77,111,56,32,6,29,65,228
2 seasons,NA,LAL,NBA,,13,10,340,41,106,0.387,14,45,0.311,27,61,0.443,0.453,21,26,0.808,10,26,36,28,16,2,15,29,117
1 season,NA,SAC,NBA,,11,0,236,19,63,0.302,7,26,0.269,12,37,0.324,0.357,5,6,0.833,7,28,35,15,14,2,14,19,50
1 season,NA,WAS,NBA,,7,0,43,1,9,0.111,0,3,0,1,6,0.167,0.111,2,2,1,0,7,7,3,1,0,3,4,4
