,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,31,MIN,NBA,SG,75,2126,,95%,5%,,,+1.6,+0.1,67,23,52,8,31,0,401,6,33
2001-02,32,MIN,NBA,SG,82,2060,8%,92%,1%,,,+0.2,-7.5,48,15,48,11,23,0,380,7,22
2002-03,33,MIN,NBA,SG,82,2245,,98%,2%,,,+1.0,-3.0,49,26,62,4,17,0,512,4,32
2003-04,34,SAC,NBA,SG,75,1391,20%,75%,6%,,,+5.7,+0.3,51,18,37,3,24,0,269,4,22
2004-05,35,WAS,NBA,SG,40,529,4%,77%,18%,,,-11.2,-12.6,18,9,19,1,6,0,131,1,6
Career,,,NBA,,354,8351,5%,90%,4%,,,+1.0,-3.4,233,91,218,27,101,0,1693,22,115
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIN,NBA,,239,6431,2%,95%,3%,,,+1.0,-3.4,164,64,162,23,71,0,1293,17,87
1 season,,SAC,NBA,,75,1391,20%,75%,6%,,,+5.7,+0.3,51,18,37,3,24,0,269,4,22
1 season,,WAS,NBA,,40,529,4%,77%,18%,,,-11.2,-12.6,18,9,19,1,6,0,131,1,6
