Season,Team,Lg,Salary
1992-93,Los Angeles Lakers,NBA,"$700,000"
1993-94,Los Angeles Lakers,NBA,"$910,000"
1994-95,Los Angeles Lakers,NBA,"$1,120,000"
1995-96,Los Angeles Lakers,NBA,"$1,330,000"
1996-97,Vancouver Grizzlies,NBA,"$1,540,000"
1997-98,Vancouver Grizzlies,NBA,"$2,012,500"
1998-99,Minnesota Timberwolves,NBA,"$2,254,000"
1999-00,Minnesota Timberwolves,NBA,"$2,495,500"
2000-01,Minnesota Timberwolves,NBA,"$2,740,000"
2001-02,Minnesota Timberwolves,NBA,"$2,978,500"
2002-03,Minnesota Timberwolves,NBA,"$3,350,812"
2003-04,Sacramento Kings,NBA,"$1,070,000"
2004-05,Washington Wizards,NBA,"$1,600,000"
Career,(may be incomplete),,"$24,101,312"
