,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,UTA,NBA,PG,5,57,65%,35%,,,,-13.8,-12.1,0,0,4,0,0,0,20,0,1
2002-03,27,ORL,NBA,PG,7,131,66%,32%,2%,,,-8.5,0.0,5,3,3,1,6,0,55,0,5
2005-06,30,NJN,NBA,SG,11,159,46%,54%,,,,-4.5,-4.6,1,2,3,0,3,4,27,1,2
2006-07,31,SAS,NBA,PG,20,208,100%,,,,,+1.1,-3.9,6,1,11,2,1,3,69,0,2
2007-08,32,SAS,NBA,PG,14,91,61%,39%,,,,-7.5,-7.7,3,1,1,2,0,1,18,0,0
2008-09,33,SAS,NBA,PG,2,21,100%,,,,,+33.7,+44.9,0,0,0,0,2,0,10,0,0
Career,,,NBA,,59,667,72%,28%,,,,-3.5,-3.0,15,7,22,5,12,8,199,1,10
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SAS,NBA,,36,320,89%,11%,,,,+0.8,-1.8,9,2,12,4,3,4,97,0,2
1 season,,NJN,NBA,,11,159,46%,54%,,,,-4.5,-4.6,1,2,3,0,3,4,27,1,2
1 season,,ORL,NBA,,7,131,66%,32%,2%,,,-8.5,0.0,5,3,3,1,6,0,55,0,5
1 season,,UTA,NBA,,5,57,65%,35%,,,,-13.8,-12.1,0,0,4,0,0,0,20,0,1
