Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,24,BOS,NBA,PG,3,NA,15,2.4,14.4,0.167,0,0,NA,2.4,2.4,9.6,4.8
Career,NA,,NBA,,3,NA,15,2.4,14.4,0.167,0,0,NA,2.4,2.4,9.6,4.8
