,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,TOT,ABA,,1,,0,,,,0,0,,,,,,,,,2
1969-70,23,DLC,ABA,,0,,0,,,,0,0,,,,,,,,,0
1969-70,23,NYA,ABA,,1,,0,,,,0,0,,,,,,,,,2
1970-71,24,ATL,NBA,,7,,,,,,4,8,,,,,,,,,18
1971-72,25,ATL,NBA,,4,,,,,,6,8,,,,,,,,,10
1972-73,26,ATL,NBA,,6,,,,,,7,11,,,,,,,,,13
1973-74,27,PHO,NBA,,9,15,,,,,6,8,5,9,11,5,3,,,6,21
Career,,,TOT,,9,,,,,,7,11,,,,,,,,,21
,,,NBA,,9,,,,,,7,11,,,,,,,,,21
,,,ABA,,1,,0,,,,0,0,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,ATL,NBA,,7,,,,,,7,11,,,,,,,,,18
1 Season,,PHO,NBA,,9,15,,,,,6,8,5,9,11,5,3,,,6,21
1 Season,,NYA,ABA,,1,,0,,,,0,0,,,,,,,,,2
1 Season,,DLC,ABA,,0,,0,,,,0,0,,,,,,,,,0
