Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1979-80,22,NYK,NBA,SF,57,NA,556,6.7,17.3,0.39,0,0.3,0,6.7,17,0.395,3.8,5.8,0.644,4.2,3.6,7.8,2.3,1.2,0.5,3.2,4.7,17.2
1980-81,23,NYK,NBA,PF,67,NA,1976,6.4,12.9,0.493,0,0.1,0.25,6.3,12.8,0.496,3.4,4.9,0.69,2.9,4.7,7.6,3.3,2.1,0.3,2.6,3.6,16.1
1981-82,24,NYK,NBA,SF,60,27,1521,8.3,14.9,0.556,0,0.2,0.222,8.2,14.7,0.561,3.1,4.1,0.757,2.4,3,5.4,3.4,1.8,0.4,2.7,3.6,19.7
1982-83,25,NYK,NBA,PF,68,6,1385,8.2,16.8,0.485,0.1,0.5,0.105,8.1,16.3,0.497,4.6,6.7,0.68,2.4,5.1,7.5,3.5,1.9,0.1,3.5,4.3,21
1983-84,26,ATL,NBA,SF,13,1,258,4.7,15.9,0.298,0.1,1.3,0.111,4.6,14.7,0.314,5,6.4,0.783,2.7,4.3,7,2.2,2,0.1,2.5,4.6,14.7
1984-85,27,ATL,NBA,SF,34,20,867,6.9,15.8,0.439,0.2,0.6,0.267,6.8,15.2,0.447,3.3,5.1,0.642,1.9,5.1,7,3.9,1.2,0.3,3.2,3.4,17.3
1985-86,28,BOS,NBA,SF,6,0,54,3.3,14,0.238,0,2.7,0,3.3,11.3,0.294,4.7,8,0.583,4.7,5.3,10,1.3,0.7,0.7,4.7,10,11.3
Career,NA,,NBA,,305,54,6617,7.2,15,0.478,0.1,0.4,0.162,7.1,14.7,0.486,3.7,5.3,0.692,2.7,4.3,7,3.3,1.8,0.3,2.9,3.9,18.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,252,33,5438,7.4,14.9,0.496,0,0.3,0.15,7.3,14.6,0.502,3.6,5.2,0.696,2.8,4.2,7,3.3,1.9,0.3,2.9,3.9,18.5
2 seasons,NA,ATL,NBA,,47,21,1125,6.4,15.8,0.407,0.2,0.8,0.208,6.3,15,0.417,3.7,5.4,0.68,2,4.9,7,3.5,1.3,0.3,3.1,3.7,16.7
1 season,NA,BOS,NBA,,6,0,54,3.3,14,0.238,0,2.7,0,3.3,11.3,0.294,4.7,8,0.583,4.7,5.3,10,1.3,0.7,0.7,4.7,10,11.3
