,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,23,DET,NBA,,5,,4,6,,,4,11
1959-60,24,TOT,NBA,,7,,4,5,,,,15
1959-60,24,DET,NBA,,7,,2,4,,,,15
1959-60,24,SYR,NBA,,6,,4,5,,,6,13
1960-61,25,SYR,NBA,,11,,6,,,,,22
1961-62,26,TOT,NBA,,13,,6,,,,,29
1961-62,26,CHP,NBA,,9,,5,10,,,5,19
1961-62,26,STL,NBA,,13,,6,,,,,29
1962-63,27,TOT,NBA,,8,,5,,,,,17
1962-63,27,STL,NBA,,8,,5,,,,,17
1962-63,27,CHZ,NBA,,7,,3,6,,,5,17
1963-64,28,BAL,NBA,,5,,4,4,,,,11
Career,,,,,13,,6,,,,,29
2 Seasons,,SYR,NBA,,11,,6,,,,,22
3 Seasons,,"BAL,CHP,CHZ",NBA,,9,,5,10,,,,19
2 Seasons,,STL,NBA,,13,,6,,,,,29
2 Seasons,,DET,NBA,,7,,4,6,,,,15
