,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1955-56,24,MNL,NBA,,3,,4,9,,,6,8
1956-57,25,MNL,NBA,,1,,1,1,,0,1,2
Career,,,,,3,,4,9,,,6,8
