Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1974-75,22,SEA,NBA,SF,9,NA,211,4.6,9.8,0.467,3,4.1,0.737,2.4,5.9,8.2,2.6,2,0.4,5.6,12.2,NA,NA,100
1975-76,23,SEA,NBA,SF,6,NA,86,2.1,7.4,0.286,5.8,7.9,0.733,3.2,4.7,7.9,3.7,2.6,1.1,4.7,10,NA,NA,106
Career,NA,,NBA,,15,NA,297,3.8,9.1,0.424,3.8,5.2,0.735,2.6,5.5,8.2,2.9,2.2,0.6,5.4,11.5,NA,NA,102
