,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,22,PHI,NBA,,0,2,,,,,0,2,,,3,1,,,,0,0
1967-68,23,PHI,NBA,,4,7,,,,,1,3,,,2,2,,,,2,9
1969-70,25,NYA,ABA,,15,,1,,,,9,10,,,,,,,,,39
1970-71,26,NYA,ABA,,12,,0,,,,13,13,,,,,,,,,35
1971-72,27,NYA,ABA,,10,,0,,,,6,8,,,,,,,,,26
1972-73,28,NYA,ABA,,8,,1,,,,8,8,,,,,,,,,17
1973-74,29,NYA,ABA,,4,,0,,,,2,2,,,,,,,,,10
1974-75,30,NYA,ABA,,6,,1,,,,3,5,,,,,,,,,14
1975-76,31,NYA,ABA,,2,,0,,,,2,2,,,,,,,,,6
Career,,,TOT,,15,,,,,,13,13,,,,,,,,,39
,,,NBA,,4,7,,,,,1,3,,,3,2,,,,2,9
,,,ABA,,15,,1,,,,13,13,,,,,,,,,39
,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,NYA,ABA,,15,,1,,,,13,13,,,,,,,,,39
2 Seasons,,PHI,NBA,,4,7,,,,,1,3,,,3,2,,,,2,9
