Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,DET,NBA,SG,79,NA,25.8,3.9,10.6,0.374,2.6,3.7,0.721,NA,NA,3.9,2.6,NA,NA,3.2,10.5
1966-67,23,DET,NBA,SG,79,NA,27,4.4,11.2,0.391,3.4,4.4,0.784,NA,NA,4.3,2.4,NA,NA,3.1,12.2
1967-68,24,TOT,NBA,SG-SF,77,NA,19.7,2.7,7.1,0.387,2.4,3.3,0.746,NA,NA,2.9,2,NA,NA,2.6,7.9
1967-68,24,DET,NBA,SG,50,NA,16.6,2.3,6.1,0.371,2,2.7,0.743,NA,NA,2.6,1.6,NA,NA,2.4,6.6
1967-68,24,CIN,NBA,SF,27,NA,25.3,3.6,8.8,0.408,3.2,4.3,0.75,NA,NA,3.4,2.8,NA,NA,3.1,10.4
1968-69,25,CIN,NBA,SG,77,NA,39.7,7.1,16,0.444,5.2,6.9,0.747,NA,NA,4.6,2.7,NA,NA,3.9,19.4
1969-70,26,CIN,NBA,SF,71,NA,35.8,8.7,19.4,0.451,5.4,6.9,0.774,NA,NA,6.5,2.2,NA,NA,3.5,22.8
1970-71,27,CIN,NBA,SF,82,NA,38.4,9.1,20,0.456,4.6,6.4,0.721,NA,NA,6.1,2.2,NA,NA,3.6,22.9
1971-72,28,CIN,NBA,SF,73,NA,35.6,7.5,16.5,0.456,4.1,5.4,0.755,NA,NA,4.8,2.7,NA,NA,3.3,19.2
1972-73,29,TOT,NBA,SF,79,NA,29.3,5.6,13.2,0.427,3.2,3.9,0.812,NA,NA,4.5,1.9,NA,NA,2.8,14.4
1972-73,29,KCO,NBA,SF,49,NA,26.2,5.1,11.2,0.457,2.2,2.9,0.786,NA,NA,3.5,1.8,NA,NA,2.5,12.4
1972-73,29,PHI,NBA,SF,30,NA,34.3,6.5,16.5,0.393,4.7,5.6,0.833,NA,NA,6.2,2.1,NA,NA,3.4,17.7
1973-74,30,PHI,NBA,SF,78,NA,39,7.9,18.4,0.428,3.8,4.5,0.851,1.1,3.9,5,2.6,0.8,0,3.8,19.6
1974-75,31,TOT,NBA,SF,82,NA,34.7,7.2,16.9,0.428,3.9,5.2,0.759,0.9,2.5,3.4,2.7,1.1,0,3.1,18.4
1974-75,31,PHI,NBA,SF,9,NA,30.3,5.4,12.9,0.422,3.1,4.6,0.683,0.8,2.4,3.2,1.8,1.4,0,2.9,14
1974-75,31,ATL,NBA,SF,73,NA,35.2,7.5,17.4,0.429,4,5.2,0.768,1,2.5,3.4,2.8,1.1,0,3.2,18.9
1975-76,32,ATL,NBA,SF,75,NA,27,4.6,10.5,0.441,1.7,2.2,0.759,0.5,2,2.5,1.9,0.8,0.1,2.7,10.9
1976-77,33,PHO,NBA,SF,77,NA,18.5,2.2,5.1,0.433,1.3,1.9,0.703,0.6,1.8,2.4,0.9,0.3,0,2.1,5.8
Career,NA,,NBA,,929,NA,30.9,5.9,13.7,0.431,3.5,4.5,0.762,0.8,2.5,4.2,2.2,0.7,0.1,3.1,15.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"CIN,KCO",NBA,,379,NA,35.1,7.4,16.5,0.451,4.4,5.8,0.751,NA,NA,5.1,2.4,NA,NA,3.4,19.2
3 seasons,NA,DET,NBA,,208,NA,24.1,3.7,9.8,0.381,2.8,3.7,0.753,NA,NA,3.8,2.3,NA,NA,2.9,10.2
2 seasons,NA,ATL,NBA,,148,NA,31.1,6,13.9,0.433,2.8,3.7,0.765,0.7,2.2,2.9,2.4,0.9,0.1,2.9,14.9
3 seasons,NA,PHI,NBA,,117,NA,37.1,7.3,17.5,0.42,4,4.8,0.834,1.1,3.8,5.2,2.4,0.9,0,3.6,18.6
1 season,NA,PHO,NBA,,77,NA,18.5,2.2,5.1,0.433,1.3,1.9,0.703,0.6,1.8,2.4,0.9,0.3,0,2.1,5.8
