Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1965-66,22,DET,NBA,SG,79,2041,10.6,0.433,0.348,NA,NA,NA,13.4,NA,NA,NA,-0.7,2.1,1.4,0.033,NA,NA,NA,NA,NA
1966-67,23,DET,NBA,SG,79,2134,12.6,0.465,0.391,NA,NA,NA,12.3,NA,NA,NA,0.7,2.4,3.1,0.069,NA,NA,NA,NA,NA
1967-68,24,TOT,NBA,SG-SF,77,1514,10.6,0.465,0.462,NA,NA,NA,12.8,NA,NA,NA,0.3,0.7,1,0.032,NA,NA,NA,NA,NA
1967-68,24,DET,NBA,SG,50,832,9.9,0.448,0.443,NA,NA,NA,11.7,NA,NA,NA,-0.2,0.6,0.4,0.024,NA,NA,NA,NA,NA
1967-68,24,CIN,NBA,SF,27,682,11.5,0.486,0.487,NA,NA,NA,14.2,NA,NA,NA,0.5,0.1,0.6,0.043,NA,NA,NA,NA,NA
1968-69,25,CIN,NBA,SG,77,3059,12.7,0.508,0.432,NA,NA,NA,9.4,NA,NA,NA,4.4,0.4,4.8,0.075,NA,NA,NA,NA,NA
1969-70,26,CIN,NBA,SF,71,2544,16.3,0.509,0.358,NA,NA,NA,8.7,NA,NA,NA,3.1,1.8,5,0.093,NA,NA,NA,NA,NA
1970-71,27,CIN,NBA,SF,82,3146,15,0.501,0.319,NA,NA,7.1,8,NA,NA,NA,3.8,1.7,5.5,0.084,NA,NA,NA,NA,NA
1971-72,28,CIN,NBA,SF,73,2598,14.7,0.507,0.329,NA,NA,6.7,11.6,NA,NA,NA,3.3,0.7,4,0.073,NA,NA,NA,NA,NA
1972-73,29,TOT,NBA,SF,79,2311,13.3,0.484,0.295,NA,NA,7.5,9.3,NA,NA,NA,1.6,0.5,2.2,0.045,NA,NA,NA,NA,NA
1972-73,29,KCO,NBA,SF,49,1282,13,0.501,0.256,NA,NA,7,9.7,NA,NA,NA,1.4,0.1,1.5,0.057,NA,NA,NA,NA,NA
1972-73,29,PHI,NBA,SF,30,1029,13.6,0.465,0.339,NA,NA,8,8.7,NA,NA,NA,0.2,0.5,0.6,0.03,NA,NA,NA,NA,NA
1973-74,30,PHI,NBA,SF,78,3041,12.5,0.481,0.244,2.7,10.1,6.2,10.3,0.9,0.1,NA,1.3,1.4,2.7,0.043,NA,-1.7,-1.4,-3.1,-0.8
1974-75,31,TOT,NBA,SF,82,2843,13.8,0.48,0.306,2.5,7.3,4.8,12,1.5,0.1,NA,3.1,1.2,4.4,0.074,NA,-0.6,-1.2,-1.8,0.2
1974-75,31,PHI,NBA,SF,9,273,12.7,0.47,0.353,2.6,8.2,5.4,8.9,2.2,0,NA,0.1,0.2,0.3,0.051,NA,-2.1,0,-2.1,0
1974-75,31,ATL,NBA,SF,73,2570,13.9,0.481,0.302,2.5,7.2,4.7,12.3,1.4,0.1,NA,3.1,1,4.1,0.076,NA,-0.5,-1.3,-1.7,0.2
1975-76,32,ATL,NBA,SF,75,2026,11.1,0.477,0.211,1.7,7.9,4.7,10.9,1.3,0.2,NA,1.1,0.5,1.6,0.038,NA,-2,-1.3,-3.3,-0.7
1976-77,33,PHO,NBA,SF,77,1425,7.7,0.484,0.367,3.6,10.3,7,6.3,0.6,0.1,NA,0,1.1,1.1,0.037,NA,-3.4,-1,-4.4,-0.9
Career,NA,,NBA,,929,28682,13,0.487,0.331,2.6,8.8,6.3,10.4,1.1,0.1,NA,22.1,14.6,36.6,0.061,NA,-1.7,-1.2,-2.9,-2.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"CIN,KCO",NBA,,379,13311,14.3,0.505,0.353,NA,NA,6.9,9.6,NA,NA,NA,16.5,4.8,21.3,0.077,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,208,5007,11.4,0.449,0.381,NA,NA,NA,12.6,NA,NA,NA,-0.2,5.1,4.9,0.047,NA,NA,NA,NA,NA
2 seasons,NA,ATL,NBA,,148,4596,12.7,0.479,0.267,2.2,7.5,4.7,11.7,1.3,0.1,NA,4.2,1.5,5.7,0.059,NA,-1.1,-1.3,-2.4,-0.5
3 seasons,NA,PHI,NBA,,117,4343,12.8,0.476,0.273,2.7,9.9,6.6,9.9,1,0,NA,1.6,2.1,3.6,0.04,NA,-1.7,-1.3,-3,-0.8
1 season,NA,PHO,NBA,,77,1425,7.7,0.484,0.367,3.6,10.3,7,6.3,0.6,0.1,NA,0,1.1,1.1,0.037,NA,-3.4,-1,-4.4,-0.9
