,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,DET,NBA,,11,,9,14,,,,,,,,29
1966-67,23,DET,NBA,,10,,11,12,,,,,,,,28
1967-68,24,TOT,NBA,,8,,11,13,,,,,,,,21
1967-68,24,DET,NBA,,8,,11,13,,,,,,,,21
1967-68,24,CIN,NBA,,8,,7,9,,,,,,,,21
1968-69,25,CIN,NBA,,14,,12,16,,,,,,,,32
1969-70,26,CIN,NBA,,19,,14,16,,,,,,,,42
1970-71,27,CIN,NBA,,17,,11,15,,,,,,,,40
1971-72,28,CIN,NBA,,19,,14,20,,,,,,,,44
1972-73,29,TOT,NBA,,13,,17,18,,,,,,,,33
1972-73,29,KCO,NBA,,13,,8,10,,,,,,,,29
1972-73,29,PHI,NBA,,13,,17,18,,,,,,,,33
1973-74,30,PHI,NBA,,13,,13,15,,,,,,,,35
1974-75,31,TOT,NBA,,13,,11,18,,,,,,,,35
1974-75,31,PHI,NBA,,8,,7,8,,,,,,,,21
1974-75,31,ATL,NBA,,13,,11,18,,,,,,,,35
1975-76,32,ATL,NBA,,11,,8,9,,,,,,,,26
1976-77,33,PHO,NBA,,9,15,7,9,,,11,4,,,5,20
Career,,,,,19,,17,20,,,,,,,,44
6 Seasons,,"CIN,KCO",NBA,,19,,14,20,,,,,,,,44
3 Seasons,,DET,NBA,,11,,11,14,,,,,,,,29
2 Seasons,,ATL,NBA,,13,,11,18,,,,,,,,35
3 Seasons,,PHI,NBA,,13,,17,18,,,,,,,,35
1 Season,,PHO,NBA,,9,15,7,9,,,11,4,,,5,20
