Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,DET,NBA,SG,79,NA,2041,312,834,0.374,209,290,0.721,NA,NA,309,205,NA,NA,251,833
1966-67,23,DET,NBA,SG,79,NA,2134,347,887,0.391,272,347,0.784,NA,NA,341,193,NA,NA,241,966
1967-68,24,TOT,NBA,SG-SF,77,NA,1514,211,545,0.387,188,252,0.746,NA,NA,225,155,NA,NA,202,610
1967-68,24,DET,NBA,SG,50,NA,832,114,307,0.371,101,136,0.743,NA,NA,132,79,NA,NA,119,329
1967-68,24,CIN,NBA,SF,27,NA,682,97,238,0.408,87,116,0.75,NA,NA,93,76,NA,NA,83,281
1968-69,25,CIN,NBA,SG,77,NA,3059,547,1233,0.444,398,533,0.747,NA,NA,356,208,NA,NA,300,1492
1969-70,26,CIN,NBA,SF,71,NA,2544,620,1376,0.451,381,492,0.774,NA,NA,463,155,NA,NA,247,1621
1970-71,27,CIN,NBA,SF,82,NA,3146,749,1642,0.456,377,523,0.721,NA,NA,499,181,NA,NA,294,1875
1971-72,28,CIN,NBA,SF,73,NA,2598,550,1205,0.456,299,396,0.755,NA,NA,350,198,NA,NA,241,1399
1972-73,29,TOT,NBA,SF,79,NA,2311,445,1043,0.427,250,308,0.812,NA,NA,358,152,NA,NA,224,1140
1972-73,29,KCO,NBA,SF,49,NA,1282,250,547,0.457,110,140,0.786,NA,NA,173,90,NA,NA,123,610
1972-73,29,PHI,NBA,SF,30,NA,1029,195,496,0.393,140,168,0.833,NA,NA,185,62,NA,NA,101,530
1973-74,30,PHI,NBA,SF,78,NA,3041,614,1433,0.428,298,350,0.851,88,305,393,202,62,3,300,1526
1974-75,31,TOT,NBA,SF,82,NA,2843,593,1385,0.428,322,424,0.759,77,201,278,223,91,3,257,1508
1974-75,31,PHI,NBA,SF,9,NA,273,49,116,0.422,28,41,0.683,7,22,29,16,13,0,26,126
1974-75,31,ATL,NBA,SF,73,NA,2570,544,1269,0.429,294,383,0.768,70,179,249,207,78,3,231,1382
1975-76,32,ATL,NBA,SF,75,NA,2026,346,785,0.441,126,166,0.759,35,151,186,146,57,7,202,818
1976-77,33,PHO,NBA,SF,77,NA,1425,171,395,0.433,102,145,0.703,47,137,184,67,20,3,163,444
Career,NA,,NBA,,929,NA,28682,5505,12763,0.431,3222,4226,0.762,247,794,3942,2085,230,16,2922,14232
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"CIN,KCO",NBA,,379,NA,13311,2813,6241,0.451,1652,2200,0.751,NA,NA,1934,908,NA,NA,1288,7278
3 seasons,NA,DET,NBA,,208,NA,5007,773,2028,0.381,582,773,0.753,NA,NA,782,477,NA,NA,611,2128
2 seasons,NA,ATL,NBA,,148,NA,4596,890,2054,0.433,420,549,0.765,105,330,435,353,135,10,433,2200
3 seasons,NA,PHI,NBA,,117,NA,4343,858,2045,0.42,466,559,0.834,95,327,607,280,75,3,427,2182
1 season,NA,PHO,NBA,,77,NA,1425,171,395,0.433,102,145,0.703,47,137,184,67,20,3,163,444
