,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1991-92,19,ARIZONA,27,170,25,44,,,6,15,,47,8,,,,,56,.568,,.400,6.3,2.1,1.7,0.3
1992-93,20,ARIZONA,27,519,83,154,1,8,37,70,,137,10,,,,,204,.539,.125,.529,19.2,7.6,5.1,0.4
1993-94,21,ARIZONA,35,1024,178,355,17,53,77,120,,285,24,,,,,450,.501,.321,.642,29.3,12.9,8.1,0.7
1994-95,22,ARIZONA,31,937,173,359,14,29,108,164,,252,17,,,,,468,.482,.483,.659,30.2,15.1,8.1,0.5
Career,,,120,2650,459,912,32,90,228,369,,721,59,,,,,1178,.503,.356,.618,22.1,9.8,6.0,0.5
