,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,26,BOS,NBA,C,55,766,,,,1%,100%,-2.9,-7.7,13,7,85,13,14,0,61,1,14
2012-13,27,MIN,NBA,C,76,1209,,,,,100%,-3.5,-1.8,15,18,101,24,25,16,62,3,25
2013-14,28,NOP,NBA,C,55,1007,,,,7%,93%,-8.8,-8.3,9,11,85,18,12,9,79,3,10
2014-15,29,TOR,NBA,C,17,66,,,,18%,82%,-19.0,-22.7,3,2,5,1,2,0,8,0,0
Career,,,NBA,,203,3048,,,,3%,97%,-5.4,-5.9,40,38,276,56,53,25,210,7,49
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIN,NBA,,76,1209,,,,,100%,-3.5,-1.8,15,18,101,24,25,16,62,3,25
1 season,,BOS,NBA,,55,766,,,,1%,100%,-2.9,-7.7,13,7,85,13,14,0,61,1,14
1 season,,NOP,NBA,,55,1007,,,,7%,93%,-8.8,-8.3,9,11,85,18,12,9,79,3,10
1 season,,TOR,NBA,,17,66,,,,18%,82%,-19.0,-22.7,3,2,5,1,2,0,8,0,0
