,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2018-19,22,DAL,NBA,PG,73,1591,75%,23%,1%,,,-2.9,-1.9,51,21,53,5,49,40,555,11,43
2019-20,23,DAL,NBA,PG,57,1022,96%,4%,,,,+8.1,+3.2,33,16,32,9,30,26,477,12,11
Career,,,NBA,,130,2613,83%,16%,1%,,,+1.4,+0.1,84,37,85,14,79,66,1032,23,54
