Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1986-87,29,GSW,NBA,PF,10,329,16.9,0.562,0,0.296,19.8,28.3,23.7,6.9,1.8,1.1,13.3,13.3,NA,0.6,0.5,1,0.149,NA,2,-1.2,0.8,0.2
1988-89,31,GSW,NBA,PF,8,148,8.3,0.25,0,0,11.6,15,13.3,12.5,1.9,4.1,27.3,5.9,NA,-0.1,0.1,0.1,0.029,NA,-2.6,2.2,-0.4,0.1
1989-90,32,HOU,NBA,PF,4,73,9.3,0.75,0,0,10.5,11.9,11.1,9.6,2.8,0,38.5,7.7,NA,0,0,0.1,0.043,NA,-3.1,3,0,0
1990-91,33,HOU,NBA,PF,3,57,3.4,0.225,0.25,0.25,12.8,15.5,14.2,9,0.9,1.3,31.1,5.1,NA,0,0.1,0,0.029,NA,-5.3,2,-3.4,0
1992-93,35,SAS,NBA,PF,6,50,12.6,0.735,0,1.333,19,17.6,18.3,2.6,4.1,2.6,17.4,5.1,NA,0.1,0.1,0.2,0.213,NA,-3.1,4.1,1,0
Career,NA,,NBA,,31,657,12.6,0.529,0.009,0.259,16.2,21.6,18.7,8.3,2,1.8,18.3,9.7,NA,0.6,0.8,1.4,0.104,NA,-0.6,0.7,0.1,0.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,GSW,NBA,,18,477,14.2,0.516,0,0.247,17.2,24.2,20.5,8.6,1.8,2.1,15.7,11,NA,0.5,0.6,1.1,0.112,NA,0.6,-0.1,0.4,0.3
2 seasons,NA,HOU,NBA,,7,130,6.7,0.563,0.083,0.083,11.5,13.5,12.4,9.3,2,0.6,36,6.6,NA,0,0.1,0.1,0.037,NA,-4.1,2.6,-1.5,0
1 season,NA,SAS,NBA,,6,50,12.6,0.735,0,1.333,19,17.6,18.3,2.6,4.1,2.6,17.4,5.1,NA,0.1,0.1,0.2,0.213,NA,-3.1,4.1,1,0
