Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,LAL,NBA,C,13,NA,302,3.2,6.3,0.509,3.2,3.9,0.818,NA,NA,10.1,1.5,NA,NA,4.2,9.7
1963-64,23,LAL,NBA,C,5,NA,144,2,6.8,0.296,2.7,3.7,0.733,NA,NA,12.5,1,NA,NA,2.7,6.8
1964-65,24,LAL,NBA,C,11,NA,405,5.1,12.9,0.393,3.9,5.8,0.677,NA,NA,11.8,0.6,NA,NA,3.3,14
1965-66,25,LAL,NBA,C,14,NA,426,4.7,11.7,0.406,2.1,3.3,0.641,NA,NA,11.2,0.7,NA,NA,4.4,11.6
1968-69,28,BAL,NBA,C,4,NA,67,4.3,8.6,0.5,1.6,2.7,0.6,NA,NA,9.7,1.1,NA,NA,4.3,10.2
1969-70,29,BAL,NBA,C,3,NA,8,0,18,0,9,9,1,NA,NA,13.5,0,NA,NA,0,9
1971-72,31,LAL,NBA,C,13,NA,134,5.1,11,0.463,0.3,1.1,0.25,NA,NA,11,2.7,NA,NA,2.4,10.5
1975-76,35,PHI,NBA,C,1,NA,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
Career,NA,,NBA,,64,NA,1487,4.2,10.3,0.413,2.7,3.9,0.693,0,0,11.2,1.1,0,0,3.7,11.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,56,NA,1411,4.3,10.3,0.413,2.8,4,0.692,NA,NA,11.3,1.1,NA,NA,3.7,11.3
2 seasons,NA,BAL,NBA,,7,NA,75,3.8,9.6,0.4,2.4,3.4,0.714,NA,NA,10.1,1,NA,NA,3.8,10.1
1 season,NA,PHI,NBA,,1,NA,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
