Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1962-63,22,LAL,NBA,C,13,302,11.9,0.6,0.623,NA,NA,NA,5.6,NA,NA,NA,0.5,0.2,0.8,0.122,NA,NA,NA,NA,NA
1963-64,23,LAL,NBA,C,5,144,9.4,0.402,0.556,NA,NA,NA,4,NA,NA,NA,-0.1,-0.1,-0.2,-0.061,NA,NA,NA,NA,NA
1964-65,24,LAL,NBA,C,11,405,11.9,0.455,0.448,NA,NA,NA,2.4,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
1965-66,25,LAL,NBA,C,14,426,9.5,0.441,0.283,NA,NA,NA,2.3,NA,NA,NA,-0.2,0.3,0.1,0.013,NA,NA,NA,NA,NA
1968-69,28,BAL,NBA,C,4,67,11.2,0.522,0.313,NA,NA,NA,4,NA,NA,NA,0.1,0,0.1,0.065,NA,NA,NA,NA,NA
1969-70,29,BAL,NBA,C,3,8,1.8,0.205,0.5,NA,NA,NA,0,NA,NA,NA,-0.1,0,-0.1,-0.358,NA,NA,NA,NA,NA
1971-72,31,LAL,NBA,C,13,134,12.7,0.456,0.098,NA,NA,13.8,10.7,NA,NA,NA,0,0.3,0.3,0.094,NA,NA,NA,NA,NA
1975-76,35,PHI,NBA,C,1,1,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,-0.022,NA,-0.2,-2.3,-2.5,0
Career,NA,,NBA,,64,1487,10.9,0.467,0.384,0,0,13.7,4,0,0,NA,0.3,0.7,1,0.032,NA,-0.2,-2.3,-2.5,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,56,1411,11,0.468,0.386,NA,NA,13.8,4,NA,NA,NA,0.3,0.6,1,0.033,NA,NA,NA,NA,NA
2 seasons,NA,BAL,NBA,,7,75,10.2,0.455,0.35,NA,NA,NA,3.5,NA,NA,NA,0,0,0,0.02,NA,NA,NA,NA,NA
1 season,NA,PHI,NBA,,1,1,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,-0.022,NA,-0.2,-2.3,-2.5,0
