Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,LAL,NBA,C,13,NA,302,27,53,0.509,27,33,0.818,NA,NA,85,13,NA,NA,35,81
1963-64,23,LAL,NBA,C,5,NA,144,8,27,0.296,11,15,0.733,NA,NA,50,4,NA,NA,11,27
1964-65,24,LAL,NBA,C,11,NA,405,57,145,0.393,44,65,0.677,NA,NA,133,7,NA,NA,37,158
1965-66,25,LAL,NBA,C,14,NA,426,56,138,0.406,25,39,0.641,NA,NA,133,8,NA,NA,52,137
1968-69,28,BAL,NBA,C,4,NA,67,8,16,0.5,3,5,0.6,NA,NA,18,2,NA,NA,8,19
1969-70,29,BAL,NBA,C,3,NA,8,0,4,0,2,2,1,NA,NA,3,0,NA,NA,0,2
1971-72,31,LAL,NBA,C,13,NA,134,19,41,0.463,1,4,0.25,NA,NA,41,10,NA,NA,9,39
1975-76,35,PHI,NBA,C,1,NA,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
Career,NA,,NBA,,64,NA,1487,175,424,0.413,113,163,0.693,0,0,463,44,0,0,152,463
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,56,NA,1411,167,404,0.413,108,156,0.692,NA,NA,442,42,NA,NA,144,442
2 seasons,NA,BAL,NBA,,7,NA,75,8,20,0.4,5,7,0.714,NA,NA,21,2,NA,NA,8,21
1 season,NA,PHI,NBA,,1,NA,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
