Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,LAL,NBA,C,13,NA,23.2,2.1,4.1,0.509,2.1,2.5,0.818,NA,NA,6.5,1,NA,NA,2.7,6.2
1963-64,23,LAL,NBA,C,5,NA,28.8,1.6,5.4,0.296,2.2,3,0.733,NA,NA,10,0.8,NA,NA,2.2,5.4
1964-65,24,LAL,NBA,C,11,NA,36.8,5.2,13.2,0.393,4,5.9,0.677,NA,NA,12.1,0.6,NA,NA,3.4,14.4
1965-66,25,LAL,NBA,C,14,NA,30.4,4,9.9,0.406,1.8,2.8,0.641,NA,NA,9.5,0.6,NA,NA,3.7,9.8
1968-69,28,BAL,NBA,C,4,NA,16.8,2,4,0.5,0.8,1.3,0.6,NA,NA,4.5,0.5,NA,NA,2,4.8
1969-70,29,BAL,NBA,C,3,NA,2.7,0,1.3,0,0.7,0.7,1,NA,NA,1,0,NA,NA,0,0.7
1971-72,31,LAL,NBA,C,13,NA,10.3,1.5,3.2,0.463,0.1,0.3,0.25,NA,NA,3.2,0.8,NA,NA,0.7,3
1975-76,35,PHI,NBA,C,1,NA,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
Career,NA,,NBA,,64,NA,23.2,2.7,6.6,0.413,1.8,2.5,0.693,0,0,7.2,0.7,0,0,2.4,7.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,56,NA,25.2,3,7.2,0.413,1.9,2.8,0.692,NA,NA,7.9,0.8,NA,NA,2.6,7.9
2 seasons,NA,BAL,NBA,,7,NA,10.7,1.1,2.9,0.4,0.7,1,0.714,NA,NA,3,0.3,NA,NA,1.1,3
1 season,NA,PHI,NBA,,1,NA,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
