Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,DET,NBA,SG,16,NA,93,23,51,0.451,NA,NA,NA,23,51,0.451,0.451,11,15,0.733,NA,NA,15,12,NA,13,57
1968-69,24,KEN,ABA,SG,9,NA,82,9,40,0.225,0,0,NA,9,40,0.225,0.225,17,21,0.81,5,4,9,12,15,21,35
1969-70,25,DET,NBA,SG,25,NA,130,28,62,0.452,NA,NA,NA,28,62,0.452,0.452,27,38,0.711,NA,NA,11,17,NA,22,83
1970-71,26,BUF,NBA,SG,30,NA,213,57,120,0.475,NA,NA,NA,57,120,0.475,0.475,20,24,0.833,NA,NA,31,25,NA,23,134
Career,NA,,TOT,,80,NA,518,117,273,0.429,0,0,NA,117,273,0.429,0.429,75,98,0.765,5,4,66,66,15,79,309
,NA,,NBA,,71,NA,436,108,233,0.464,NA,NA,NA,108,233,0.464,0.464,58,77,0.753,NA,NA,57,54,NA,58,274
,NA,,ABA,,9,NA,82,9,40,0.225,0,0,NA,9,40,0.225,0.225,17,21,0.81,5,4,9,12,15,21,35
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,41,NA,223,51,113,0.451,NA,NA,NA,51,113,0.451,0.451,38,53,0.717,NA,NA,26,29,NA,35,140
1 season,NA,BUF,NBA,,30,NA,213,57,120,0.475,NA,NA,NA,57,120,0.475,0.475,20,24,0.833,NA,NA,31,25,NA,23,134
1 season,NA,KEN,ABA,,9,NA,82,9,40,0.225,0,0,NA,9,40,0.225,0.225,17,21,0.81,5,4,9,12,15,21,35
