Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2009-10,22,DEN,NBA,PG,6,0,118,6.4,14.8,0.429,1.7,4.2,0.4,4.7,10.6,0.44,5.5,8.1,0.684,1.7,1.7,3.4,6.8,2.5,0,3.4,7.6,19.9,NA,109,116
2010-11,23,DEN,NBA,PG,5,5,167,7.9,15.9,0.5,1.5,3.4,0.455,6.4,12.5,0.512,6.4,7,0.913,2.1,3.1,5.2,5.8,1.5,0.3,1.8,2.7,23.8,NA,127,112
2011-12,24,DEN,NBA,PG,7,7,242,12.3,23.9,0.514,2,6.1,0.321,10.3,17.8,0.58,2.6,4.2,0.632,0.9,3.1,4,9.2,1.5,0.2,1.8,2.6,29.2,NA,124,111
2012-13,25,DEN,NBA,PG,6,6,236,10,22.8,0.44,0.8,4.4,0.19,9.2,18.4,0.5,5.9,6.9,0.848,1,3.1,4.2,10,2.1,0,2.7,2.7,26.8,NA,113,112
2015-16,28,IND,NBA,PG,7,0,74,4.4,13.1,0.333,0,2.2,0,4.4,11,0.4,2.9,4.4,0.667,0.7,4.4,5.1,7.3,2.2,0,4.4,5.8,11.7,NA,80,106
2017-18,30,WAS,NBA,PG,5,0,96,4.6,13.4,0.346,2.6,4.1,0.625,2.1,9.3,0.222,3.1,3.1,1,1,5.7,6.7,7.7,1.5,0,1.5,3.1,14.9,NA,114,115
Career,NA,,NBA,,36,18,933,8.8,19.1,0.458,1.5,4.4,0.333,7.3,14.7,0.496,4.6,5.8,0.792,1.3,3.3,4.5,8.2,1.9,0.1,2.4,3.6,23.6,NA,115,112
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DEN,NBA,,24,18,763,9.7,20.4,0.475,1.5,4.7,0.314,8.2,15.7,0.523,4.9,6.3,0.787,1.3,2.9,4.2,8.3,1.9,0.1,2.3,3.5,25.8,NA,118,113
1 season,NA,IND,NBA,,7,0,74,4.4,13.1,0.333,0,2.2,0,4.4,11,0.4,2.9,4.4,0.667,0.7,4.4,5.1,7.3,2.2,0,4.4,5.8,11.7,NA,80,106
1 season,NA,WAS,NBA,,5,0,96,4.6,13.4,0.346,2.6,4.1,0.625,2.1,9.3,0.222,3.1,3.1,1,1,5.7,6.7,7.7,1.5,0,1.5,3.1,14.9,NA,114,115
