,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,22,DEN,NBA,PG,65,1318,.515,10.0,.787,.454,.123,.067,.144,.213,.544,.605,.354,.577,.500,.410,.228,.003,1,.971,.193,.500,1,0
2010-11,23,DEN,NBA,PG,80,2103,.503,10.9,.751,.426,.142,.063,.121,.249,.536,.635,.357,.488,.422,.404,.227,.003,1,.942,.251,.558,2,1
2011-12,24,DEN,NBA,PG,61,2124,.488,12.1,.739,.352,.149,.083,.155,.261,.531,.622,.474,.500,.395,.365,.272,.005,4,.767,.135,.333,3,0
2012-13,25,DEN,NBA,PG,73,2513,.461,12.1,.761,.369,.117,.078,.197,.239,.491,.615,.307,.368,.419,.366,.262,.003,3,.694,.155,.250,1,0
2013-14,26,DEN,NBA,PG,62,2222,.431,13.8,.749,.266,.118,.122,.244,.251,.455,.575,.442,.398,.360,.356,.120,.004,2,.611,.104,.429,2,0
2014-15,27,DEN,NBA,PG,75,2665,.436,13.8,.779,.253,.120,.164,.242,.221,.463,.637,.351,.447,.348,.341,.147,.001,0,.614,.093,.421,6,0
2015-16,28,TOT,NBA,PG,66,1411,.393,14.5,.695,.237,.102,.121,.234,.305,.419,.571,.389,.395,.289,.333,.214,.000,0,.806,.194,.381,3,0
2015-16,28,HOU,NBA,PG,53,1176,.387,14.9,.672,.216,.111,.111,.233,.328,.415,.581,.344,.406,.299,.330,.238,.000,0,.839,.191,.389,2,0
2015-16,28,IND,NBA,PG,13,235,.418,12.7,.791,.328,.060,.164,.239,.209,.434,.545,.750,.364,.250,.357,.130,.000,0,.600,.214,.333,1,0
2016-17,29,SAC,NBA,PG,69,1732,.454,13.2,.774,.268,.149,.144,.211,.226,.502,.629,.410,.520,.400,.288,.192,.000,0,.735,.195,.391,3,0
Career,,,NBA,,551,16088,.460,12.6,.757,.326,.128,.106,.196,.243,.493,.615,.386,.449,.383,.359,.208,.003,11,.748,.156,.408,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,DEN,NBA,,416,12945,.466,12.4,.760,.340,.128,.101,.191,.240,.497,.616,.383,.442,.390,.369,.210,.003,11,.744,.148,.414,15,1
1 season,,SAC,NBA,,69,1732,.454,13.2,.774,.268,.149,.144,.211,.226,.502,.629,.410,.520,.400,.288,.192,.000,0,.735,.195,.391,3,0
1 season,,HOU,NBA,,53,1176,.387,14.9,.672,.216,.111,.111,.233,.328,.415,.581,.344,.406,.299,.330,.238,.000,0,.839,.191,.389,2,0
1 season,,IND,NBA,,13,235,.418,12.7,.791,.328,.060,.164,.239,.209,.434,.545,.750,.364,.250,.357,.130,.000,0,.600,.214,.333,1,0
