,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,20,TOT,NBA,PG,33,411,.361,12.8,.701,.306,.181,.090,.125,.299,.396,.455,.346,.462,.278,.279,.325,.014,2,.667,.233,.300,0,0
2014-15,20,PHO,NBA,PG,8,58,.429,12.3,.714,.238,.286,.095,.095,.286,.467,.600,.667,.000,.000,.333,.429,.000,0,.500,.000,,0,0
2014-15,20,MIL,NBA,PG,25,353,.350,12.8,.699,.317,.163,.089,.130,.301,.384,.436,.250,.545,.313,.270,.303,.016,2,.700,.270,.300,0,0
2015-16,21,MIL,NBA,PG,46,654,.449,10.5,.791,.380,.144,.187,.080,.209,.480,.563,.296,.486,.400,.333,.338,.000,0,1.000,.179,.714,1,0
2016-17,22,TOT,NBA,PG,53,588,.433,12.6,.663,.322,.197,.082,.063,.337,.457,.567,.390,.294,.308,.386,.111,.000,0,.556,.129,.000,1,0
2016-17,22,HOU,NBA,PG,31,196,.391,10.7,.750,.328,.297,.047,.078,.250,.396,.667,.263,.000,.000,.375,.053,.000,0,.667,.063,.000,0,0
2016-17,22,LAL,NBA,PG,22,392,.451,13.4,.625,.319,.153,.097,.056,.375,.489,.522,.500,.357,.500,.389,.136,.000,0,.524,.148,.000,1,0
2017-18,23,LAL,NBA,PG,54,683,.420,10.7,.750,.384,.192,.063,.112,.250,.476,.570,.395,.143,.480,.250,.325,.000,0,.714,.143,.500,2,0
Career,,,NBA,,186,2336,.419,11.6,.727,.351,.180,.104,.093,.273,.458,.549,.365,.380,.380,.317,.276,.003,2,.697,.163,.353,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAL,NBA,,76,1075,.432,11.8,.701,.359,.177,.076,.090,.299,.481,.553,.431,.250,.485,.318,.258,.000,0,.600,.145,.250,3,0
2 seasons,,MIL,NBA,,71,1007,.410,11.4,.755,.355,.152,.148,.100,.245,.444,.518,.277,.500,.355,.303,.327,.006,2,.870,.224,.471,1,0
1 season,,HOU,NBA,,31,196,.391,10.7,.750,.328,.297,.047,.078,.250,.396,.667,.263,.000,.000,.375,.053,.000,0,.667,.063,.000,0,0
1 season,,PHO,NBA,,8,58,.429,12.3,.714,.238,.286,.095,.095,.286,.467,.600,.667,.000,.000,.333,.429,.000,0,.500,.000,,0,0
