,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2018-19,20,POR,NBA,SG,15,111,.320,17.7,.580,.120,.100,.120,.240,.420,.379,.500,.000,.333,.500,.238,.364,.000,0,.800,.190,.500,0,0
2019-20,21,POR,NBA,SG,53,1059,.426,18.8,.426,.111,.086,.111,.117,.574,.477,.667,.300,.436,.463,.388,.408,.020,7,.846,.274,.364,1,0
Career,,,NBA,,68,1170,.413,18.7,.445,.113,.088,.113,.133,.555,.461,.644,.257,.422,.472,.374,.402,.018,7,.843,.266,.373,1,0
