,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,22,BOS,NBA,,17,34,9,10,23,,6,37
1957-58,23,BOS,NBA,,12,24,13,17,20,,6,26
1958-59,24,BOS,NBA,,12,26,6,8,18,,5,28
1959-60,25,BOS,NBA,,14,31,10,12,16,6,6,34
1960-61,26,BOS,NBA,,11,26,8,10,,5,6,26
1961-62,27,BOS,NBA,,12,27,11,14,15,4,6,31
1962-63,28,BOS,NBA,,12,30,11,14,14,,6,35
1963-64,29,BOS,NBA,,13,25,8,11,16,,5,31
1964-65,30,BOS,NBA,,10,24,8,10,12,4,6,24
Career,,,,,17,34,13,17,,,6,37
