,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,22,BOS,NBA,,15,,12,15,,,6,41
1957-58,23,BOS,NBA,,12,,12,17,,,6,29
1958-59,24,BOS,NBA,,18,,12,16,,,6,43
1959-60,25,BOS,NBA,,19,,10,12,,,6,43
1960-61,26,BOS,NBA,,16,,10,14,,,6,34
1961-62,27,BOS,NBA,,19,,12,13,,,,45
1962-63,28,BOS,NBA,,17,,13,14,,,,41
1963-64,29,BOS,NBA,,14,,11,11,,,,31
1964-65,30,BOS,NBA,,12,,9,10,,,,27
Career,,,,,19,,13,17,,,,45
