Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,22,BOS,NBA,PF,72,2150,17.9,0.456,0.305,NA,NA,NA,NA,NA,3,4.1,7.1,0.16
1957-58,23,BOS,NBA,PF,69,2206,16.9,0.439,0.321,NA,NA,NA,NA,NA,1.9,4.1,6,0.13
1958-59,24,BOS,NBA,PF,66,2089,17.9,0.455,0.328,NA,NA,NA,NA,NA,2.5,4.1,6.5,0.15
1959-60,25,BOS,NBA,PF,75,2420,18.4,0.463,0.243,NA,NA,NA,NA,NA,3,4.7,7.7,0.154
1960-61,26,BOS,NBA,PF,74,2256,18.4,0.45,0.271,NA,NA,NA,NA,NA,1.4,5.2,6.6,0.141
1961-62,27,BOS,NBA,PF,79,2383,20,0.482,0.271,NA,NA,NA,NA,NA,3.7,5.5,9.3,0.187
1962-63,28,BOS,NBA,PF,76,2004,18.7,0.487,0.313,NA,NA,NA,NA,NA,2.5,4.4,6.8,0.163
1963-64,29,BOS,NBA,PF,76,2040,17,0.458,0.28,NA,NA,NA,NA,NA,0.8,5.4,6.2,0.147
1964-65,30,BOS,NBA,SF,67,1706,14.3,0.432,0.24,NA,NA,NA,12.9,NA,-0.5,4.2,3.6,0.102
Career,NA,,NBA,,654,19254,17.8,0.46,0.284,NA,NA,NA,12.9,NA,18.3,41.7,60,0.15
