Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,22,BOS,NBA,PF,10,370,19.1,0.438,0.299,NA,NA,NA,9.4,NA,0.4,0.8,1.2,0.157
1957-58,23,BOS,NBA,PF,11,349,16.7,0.425,0.371,NA,NA,NA,8.5,NA,0.3,0.7,0.9,0.127
1958-59,24,BOS,NBA,PF,11,348,16.7,0.448,0.255,NA,NA,NA,12.9,NA,0.2,0.7,0.9,0.13
1959-60,25,BOS,NBA,PF,13,423,19.9,0.47,0.3,NA,NA,NA,9.6,NA,0.8,0.9,1.7,0.192
1960-61,26,BOS,NBA,PF,10,291,18.6,0.448,0.214,NA,NA,NA,10.4,NA,0.2,0.6,0.8,0.135
1961-62,27,BOS,NBA,PF,14,445,16.4,0.447,0.261,NA,NA,NA,11.5,NA,0.2,0.8,1,0.111
1962-63,28,BOS,NBA,PF,13,413,20.5,0.513,0.363,NA,NA,NA,5.6,NA,0.9,0.7,1.6,0.182
1963-64,29,BOS,NBA,PF,10,308,17,0.438,0.233,NA,NA,NA,13.9,NA,0,0.9,0.9,0.133
1964-65,30,BOS,NBA,SF,12,276,12.3,0.39,0.177,NA,NA,NA,11.6,NA,-0.6,0.7,0.1,0.017
Career,NA,,NBA,,104,3223,17.7,0.45,0.279,NA,NA,NA,10.2,NA,2.3,6.9,9.1,0.136
